word,questionNo,paragraphNo,titleNo,count Repeat,question belongs to paragraph,question belongs to paragraph in title
ball newton,771,46,0,1,51,0
gave broncos,774,49,0,1,51,0
broncos new,774,51,0,1,51,0
new set,774,51,0,1,51,0
gave broncos new,774,51,0,1,51,0
broncos new set,774,51,0,1,51,0
new set downs,774,51,0,1,51,0
denver took,775,45,0,1,51,0
24 10,775,0,0,1,51,0
carolina got,776,47,0,1,51,0
got ball,776,51,0,1,51,0
ball 24,776,51,0,1,51,0
24 yard,776,46,0,1,51,0
carolina got ball,776,51,0,1,51,0
got ball 24,776,51,0,1,51,0
ball 24 yard,776,51,0,1,51,0
24 yard line,776,51,0,1,51,0
away newton,777,51,0,1,51,0
ball away newton,777,51,0,1,51,0
kept end,779,51,0,1,51,0
kept end zone,779,51,0,1,51,0
scored yard,780,51,0,1,51,0
yard touchdown,780,47,0,1,51,0
scored yard touchdown,780,51,0,1,51,0
field goals,783,52,0,1,52,0
two weeks,784,52,0,1,52,0
game leading,788,52,0,1,52,0
game leading rusher,788,52,0,1,52,0
top receiver,789,52,0,1,52,0
four field,793,52,0,1,52,0
charles johnson,795,52,0,1,52,0
first downs,797,53,0,2,53,0
244 yards,798,53,0,1,53,0
yards super,798,53,0,1,53,0
bowl xxxv,798,32,0,1,53,0
yards super bowl,798,53,0,1,53,0
super bowl xxxv,798,32,0,1,53,0
yards setting,799,49,0,1,53,0
bowl two,800,53,0,1,53,0
super bowl two,800,53,0,1,53,0
gary kubiak,804,12,0,1,53,0
ever super,807,53,0,1,53,0
bowl super,807,22,0,1,53,0
ever super bowl,807,53,0,1,53,0
super bowl super,807,22,0,1,53,0
bowl super bowl,807,22,0,1,53,0
first female,810,0,1,1,0,1
first female,810,58,34,1,0,1
female recipient,810,0,1,1,0,1
first female recipient,810,0,1,1,0,1
casimir pulaski,811,0,1,1,0,1
born warsaw,811,0,1,1,0,1
one famous,812,0,1,1,0,1
famous people,812,0,1,1,0,1
people born,812,0,1,1,0,1
one famous people,812,0,1,1,0,1
famous people born,812,0,1,1,0,1
people born warsaw,812,0,1,1,0,1
frédéric chopin,813,0,1,1,0,1
many species,815,16,17,1,1,1
species trees,815,1,1,2,1,1
saxon garden,815,1,1,1,1,1
popular strolling,816,1,1,1,1,1
strolling destination,816,1,1,1,1,1
destination varsovians,816,1,1,1,1,1
popular strolling destination,816,1,1,1,1,1
strolling destination varsovians,816,1,1,1,1,1
unknown soldier,818,1,1,1,1,1
park covers,819,1,1,1,1,1
covers area,819,1,1,2,1,1
area 76,819,1,1,1,1,1
76 ha,819,1,1,1,1,1
park covers area,819,1,1,1,1,1
covers area 76,819,1,1,1,1,1
area 76 ha,819,1,1,1,1,1
warsaw vistula,820,2,1,1,2,1
vistula river,820,2,1,1,2,1
river environment,820,2,1,1,2,1
warsaw vistula river,820,2,1,1,2,1
vistula river environment,820,2,1,1,2,1
natural reserves,822,2,1,1,2,1
reserves warsaw,822,2,1,1,2,1
natural reserves warsaw,822,2,1,1,2,1
lakes warsaw,823,2,1,1,2,1
small lakes,824,2,1,1,2,1
lakes parks,824,2,1,1,2,1
emptied winter,824,2,1,1,2,1
small lakes parks,824,2,1,1,2,1
minority warsaw,828,3,1,1,3,1
growth based,829,3,1,1,3,1
second academic,830,4,1,1,4,1
academic school,830,4,1,1,4,1
school technology,830,4,1,1,4,1
second academic school,830,4,1,1,4,1
academic school technology,830,4,1,1,4,1
warsaw university,831,4,1,2,4,1
university technology,831,4,1,1,4,1
warsaw university technology,831,4,1,1,4,1
largest medical,832,4,1,1,4,1
medical school,832,4,1,1,4,1
school poland,832,4,1,2,4,1
largest medical school,832,4,1,1,4,1
medical school poland,832,4,1,1,4,1
year university,833,22,31,1,4,1
university warsaw,833,4,1,2,4,1
warsaw established,833,4,1,1,4,1
university warsaw established,833,4,1,1,4,1
one largest,834,4,1,2,4,1
largest music,834,4,1,1,4,1
university library,835,5,1,2,5,1
library founded,835,5,1,1,5,1
university library founded,835,5,1,1,5,1
zbigniew badowski,837,5,1,1,5,1
garden university,838,38,1,1,5,1
garden university library,838,38,1,1,5,1
library garden,839,5,1,1,5,1
university library garden,839,5,1,1,5,1
suffered considerably,840,6,1,1,6,1
eastern bloc,840,6,1,1,6,1
bloc economy,840,6,1,1,6,1
eastern bloc economy,840,6,1,1,6,1
major success,841,6,1,1,6,1
warsaw seen,842,6,1,1,6,1
seen many,842,6,1,1,6,1
many improvements,842,6,1,1,6,1
past decade,842,6,1,1,6,1
warsaw seen many,842,6,1,1,6,1
seen many improvements,842,6,1,1,6,1
sanitation facilities,843,6,1,1,6,1
best medical,844,7,1,1,7,1
medical facilities,844,7,1,1,7,1
east central,844,4,1,1,7,1
central europe,844,4,1,1,7,1
best medical facilities,844,7,1,1,7,1
east central europe,844,4,1,1,7,1
highest reference,845,7,1,1,7,1
reference hospital,845,7,1,1,7,1
hospital poland,845,7,1,1,7,1
highest reference hospital,845,7,1,1,7,1
reference hospital poland,845,7,1,1,7,1
largest modern,846,7,1,1,7,1
modern oncological,846,7,1,1,7,1
oncological institutions,846,7,1,1,7,1
institutions europe,846,7,1,1,7,1
one largest modern,846,7,1,1,7,1
largest modern oncological,846,7,1,1,7,1
modern oncological institutions,846,7,1,1,7,1
oncological institutions europe,846,7,1,1,7,1
curie institute,847,7,1,1,7,1
institute oncology,847,7,1,1,7,1
curie institute oncology,847,7,1,1,7,1
lot past,848,7,1,1,7,1
past years,848,7,1,1,7,1
lot past years,848,7,1,1,7,1
teatr wielki,849,8,1,1,8,1
host many,850,8,37,1,8,1
congress hall,851,8,1,1,8,1
jazz jamboree,852,8,1,1,8,1
warsaw summer,853,8,1,1,8,1
summer jazz,853,8,1,1,8,1
jazz days,853,8,1,1,8,1
one many,853,16,24,1,8,1
warsaw summer jazz,853,8,1,1,8,1
summer jazz days,853,8,1,1,8,1
summer theatre,855,9,1,1,9,1
theatre operation,856,9,1,1,9,1
summer theatre operation,856,9,1,1,9,1
warsaw first,857,9,1,1,9,1
first literary,857,9,1,1,9,1
literary cabaret,857,9,1,1,9,1
warsaw first literary,857,9,1,1,9,1
first literary cabaret,857,9,1,1,9,1
best example,858,9,1,1,9,1
example polish,858,9,1,1,9,1
polish monumental,858,9,1,1,9,1
monumental theatre,858,9,1,1,9,1
best example polish,858,9,1,1,9,1
example polish monumental,858,9,1,1,9,1
polish monumental theatre,858,9,1,1,9,1
banks vistula,860,10,1,1,10,1
floating wreaths,862,10,1,1,10,1
midsummer eve,863,10,1,1,10,1
world first,864,11,1,1,11,1
first museum,864,11,1,1,11,1
museum posters,864,11,1,1,11,1
largest collections,864,11,1,1,11,1
world first museum,864,11,1,1,11,1
first museum posters,864,11,1,1,11,1
one largest collections,864,11,1,1,11,1
national museum,866,11,1,1,11,1
adolf hitler,867,11,1,1,11,1
hitler private,867,11,1,1,11,1
private collection,867,11,1,1,11,1
adolf hitler private,867,11,1,1,11,1
hitler private collection,867,11,1,1,11,1
museum polish,868,11,1,1,11,1
polish army,868,11,1,1,11,1
museum polish army,868,11,1,1,11,1
tribute fall,869,12,1,1,12,1
fall warsaw,869,12,1,1,12,1
tribute fall warsaw,869,12,1,1,12,1
museum preserves,870,12,1,1,12,1
preserves memory,870,12,1,1,12,1
memory crime,870,12,1,1,12,1
museum preserves memory,870,12,1,1,12,1
preserves memory crime,870,12,1,1,12,1
theatre warsaw,871,12,1,1,12,1
warsaw fotoplastikon,871,12,1,1,12,1
theatre warsaw fotoplastikon,871,12,1,1,12,1
patriotic political,872,12,1,1,12,1
political objects,872,12,1,1,12,1
objects connected,872,12,1,1,12,1
connected poland,872,12,1,1,12,1
poland struggles,872,12,1,1,12,1
struggles independence,872,12,1,1,12,1
patriotic political objects,872,12,1,1,12,1
political objects connected,872,12,1,1,12,1
objects connected poland,872,12,1,1,12,1
connected poland struggles,872,12,1,1,12,1
poland struggles independence,872,12,1,1,12,1
warsaw historical,873,12,1,1,12,1
historical museum,873,12,1,1,12,1
warsaw historical museum,873,12,1,1,12,1
castle currently,874,13,1,1,13,1
currently houses,874,13,1,1,13,1
houses centre,874,13,1,1,13,1
centre contemporary,874,13,1,1,13,1
contemporary art,874,13,1,1,13,1
castle currently houses,874,13,1,1,13,1
currently houses centre,874,13,1,1,13,1
houses centre contemporary,874,13,1,1,13,1
centre contemporary art,874,13,1,1,13,1
many projects,875,5,29,1,13,1
centre currently,875,13,1,1,13,1
oldest exhibition,876,13,1,1,13,1
exhibition site,876,13,1,1,13,1
site warsaw,876,13,1,1,13,1
oldest exhibition site,876,13,1,1,13,1
exhibition site warsaw,876,13,1,1,13,1
zachęta national,877,13,1,1,13,1
national gallery,877,13,1,1,13,1
gallery art,877,13,1,1,13,1
zachęta national gallery,877,13,1,1,13,1
national gallery art,877,13,1,1,13,1
warsaw gallery,878,13,1,1,13,1
gallery weekend,878,13,1,1,13,1
weekend held,878,13,1,1,13,1
warsaw gallery weekend,878,13,1,1,13,1
gallery weekend held,878,13,1,1,13,1
ekstraklasa championship,879,14,1,1,14,1
championship 2000,879,14,1,1,14,1
ekstraklasa championship 2000,879,14,1,1,14,1
polonia warsaw,880,14,1,1,14,1
country championship,880,14,1,1,14,1
polonia home,882,14,1,1,14,1
home venue,882,14,1,1,14,1
venue located,882,14,1,1,14,1
polonia home venue,882,14,1,1,14,1
home venue located,882,14,1,1,14,1
polonia relegated,883,14,1,1,14,1
relegated country,883,14,1,1,14,1
country top,883,14,1,1,14,1
top flight,883,14,1,1,14,1
flight 2013,883,14,1,1,14,1
polonia relegated country,883,14,1,1,14,1
relegated country top,883,14,1,1,14,1
country top flight,883,14,1,1,14,1
top flight 2013,883,14,1,1,14,1
warsaw symbol,885,15,1,1,15,1
armed seal,887,15,1,1,15,1
seal warsaw,887,15,1,1,15,1
armed seal warsaw,887,15,1,1,15,1
sea monster,888,15,1,1,15,1
monster female,888,15,1,1,15,1
female upper,888,15,1,1,15,1
upper body,888,15,1,1,15,1
sea monster female,888,15,1,1,15,1
monster female upper,888,15,1,1,15,1
female upper body,888,15,1,1,15,1
artur oppman,889,16,1,1,16,1
give world,889,61,3,1,16,1
two triton,890,16,1,1,16,1
triton daughters,890,16,1,1,16,1
daughters set,890,16,1,1,16,1
set journey,890,16,1,1,16,1
two triton daughters,890,16,1,1,16,1
triton daughters set,890,16,1,1,16,1
daughters set journey,890,16,1,1,16,1
stopped rest,892,16,1,1,16,1
rest sandy,892,16,1,1,16,1
sandy beach,892,16,1,1,16,1
beach village,892,16,1,1,16,1
stopped rest sandy,892,16,1,1,16,1
rest sandy beach,892,16,1,1,16,1
sandy beach village,892,16,1,1,16,1
greedy merchant,893,16,1,1,16,1
famous artist,894,17,1,1,17,1
tamara de,894,17,1,1,17,1
de lempicka,894,17,1,1,17,1
tamara de lempicka,894,17,1,1,17,1
better anyone,896,17,1,1,17,1
anyone else,896,17,1,1,17,1
better anyone else,896,17,1,1,17,1
nathan alterman,897,17,1,1,17,1
ranked warsaw,899,18,1,1,18,1
warsaw 32nd,899,18,1,1,18,1
32nd liveable,899,18,1,1,18,1
liveable city,899,18,1,1,18,1
city world,899,18,1,1,18,1
ranked warsaw 32nd,899,18,1,1,18,1
warsaw 32nd liveable,899,18,1,1,18,1
32nd liveable city,899,18,1,1,18,1
liveable city world,899,18,1,1,18,1
warsaw ranked,900,45,1,1,18,1
warsaw economy,901,18,1,1,18,1
one important,902,17,2,1,18,1
important central,902,18,1,1,18,1
central eastern,902,6,1,1,18,1
eastern europe,902,6,1,1,18,1
important central eastern,902,18,1,1,18,1
central eastern europe,902,6,1,1,18,1
european union,903,6,1,1,18,1
union agency,903,18,1,1,18,1
agency external,903,18,1,1,18,1
external border,903,18,1,1,18,1
border security,903,18,1,1,18,1
european union agency,903,18,1,1,18,1
union agency external,903,18,1,1,18,1
agency external border,903,18,1,1,18,1
external border security,903,18,1,1,18,1
history warsaw,904,12,1,1,19,1
city served,905,39,22,1,19,1
become capital,906,24,1,1,19,1
kingdom poland,906,19,1,1,19,1
moved court,907,19,1,1,19,1
court kraków,907,19,1,1,19,1
kraków warsaw,907,4,1,1,19,1
warsaw 1596,907,19,1,1,19,1
moved court kraków,907,19,1,1,19,1
court kraków warsaw,907,19,1,1,19,1
kraków warsaw 1596,907,19,1,1,19,1
title phoenix,908,19,1,1,19,1
phoenix city,908,19,1,1,19,1
title phoenix city,908,19,1,1,19,1
old town,911,14,1,1,20,1
warsaw name,914,21,1,1,21,1
name polish,914,21,1,1,21,1
polish language,914,21,1,1,21,1
warsaw name polish,914,21,1,1,21,1
name polish language,914,21,1,1,21,1
official city,918,21,1,1,21,1
city name,918,21,1,2,21,1
name warsaw,918,23,1,1,21,1
official city name,918,21,1,1,21,1
clans dukes,919,22,1,1,22,1
ii masovia,920,22,1,1,22,1
would become,921,26,1,1,22,1
would become,921,84,3,1,22,1
would become,921,54,24,1,22,1
official capital,922,19,1,1,22,1
capital masovian,922,22,1,1,22,1
masovian duchy,922,22,1,1,22,1
official capital masovian,922,22,1,1,22,1
capital masovian duchy,922,22,1,1,22,1
duchy reincorporated,923,22,1,1,22,1
reincorporated polish,923,22,1,1,22,1
polish crown,923,22,1,1,22,1
duchy reincorporated polish,923,22,1,1,22,1
reincorporated polish crown,923,22,1,1,22,1
general sejm,925,23,1,1,23,1
warsaw confederation,926,23,1,1,23,1
confederation formally,926,23,1,1,23,1
warsaw confederation formally,926,23,1,1,23,1
capital commonwealth,927,19,1,1,23,1
king sigismund,928,19,1,1,23,1
sigismund iii,928,19,1,1,23,1
iii vasa,928,19,1,1,23,1
move court,928,36,15,1,23,1
king sigismund iii,928,19,1,1,23,1
sigismund iii vasa,928,19,1,1,23,1
warsaw capital,929,25,1,1,24,1
capital polish,929,24,1,1,24,1
polish lithuanian,929,19,1,1,24,1
lithuanian commonwealth,929,19,1,1,24,1
capital polish lithuanian,929,24,1,1,24,1
polish lithuanian commonwealth,929,19,1,1,24,1
annexed warsaw,930,19,1,1,24,1
congress poland,932,24,1,1,24,1
royal university,933,24,1,1,24,1
royal university warsaw,933,24,1,1,24,1
warsaw occupied,934,25,1,1,25,1
occupied germany,934,25,1,1,25,1
warsaw occupied germany,934,25,1,1,25,1
article 12,935,25,1,1,25,1
allied armistice,935,25,1,1,25,1
armistice terms,935,25,1,1,25,1
germany withdraw,935,25,1,1,25,1
allied armistice terms,935,25,1,1,25,1
set became,936,25,1,1,25,1
became second,936,25,1,1,25,1
second polish,936,25,1,1,25,1
polish republic,936,25,1,1,25,1
set became second,936,25,1,1,25,1
became second polish,936,25,1,1,25,1
second polish republic,936,25,1,1,25,1
polish bolshevik,937,25,1,1,25,1
bolshevik war,937,25,1,1,25,1
war fought,937,0,46,1,25,1
polish bolshevik war,937,25,1,1,25,1
world war,939,3,1,1,26,1
war ii,939,3,1,1,26,1
world war ii,939,3,1,1,26,1
came rule,940,26,1,1,26,1
rule general,940,26,1,1,26,1
came rule general,940,26,1,1,26,1
warsaw ghetto,942,1,1,1,26,1
ghetto uprising,943,1,1,1,26,1
warsaw ghetto uprising,943,1,1,1,26,1
deep polish,944,27,1,1,27,1
polish territory,944,27,1,1,27,1
deep polish territory,944,27,1,1,27,1
polish government,945,27,1,1,27,1
underground home,945,27,1,1,27,1
home army,945,27,1,2,27,1
seize control,945,27,1,1,27,1
control warsaw,945,27,1,1,27,1
red army,945,25,1,2,27,1
underground home army,945,27,1,1,27,1
seize control warsaw,945,27,1,1,27,1
warsaw uprising,946,12,1,2,27,1
communist regime,949,28,1,1,28,1
erected warsaw,950,28,1,1,28,1
bricks warsaw,950,28,1,1,28,1
gift soviet,952,28,1,1,28,1
soviet union,952,28,1,1,28,1
gift soviet union,952,28,1,1,28,1
town inscribed,953,28,1,1,28,1
inscribed onto,953,28,1,1,28,1
old town inscribed,953,28,1,1,28,1
town inscribed onto,953,28,1,1,28,1
john paul,955,29,1,2,29,1
paul ii,955,29,1,1,29,1
ii visits,955,29,1,1,29,1
1979 1983,955,29,1,1,29,1
john paul ii,955,29,1,1,29,1
paul ii visits,955,29,1,1,29,1
polish citizens,958,29,1,1,29,1
carpathian mountains,959,30,1,1,30,1
east berlin,960,30,1,1,30,1
highest point,962,30,1,2,30,1
point warsaw,962,30,1,1,30,1
highest point warsaw,962,30,1,1,30,1
lowest point,963,30,1,1,30,1
warsaw located,963,22,1,1,30,1
geomorphologic formations,964,31,1,1,31,1
asymmetrical pattern,965,31,1,1,31,1
pattern different,965,31,1,1,31,1
different terraces,965,31,1,1,31,1
asymmetrical pattern different,965,31,1,1,31,1
pattern different terraces,965,31,1,1,31,1
part warsaw,966,31,1,1,31,1
axis warsaw,967,31,1,1,31,1
warsaw divides,967,31,1,1,31,1
two parts,967,31,1,1,31,1
axis warsaw divides,967,31,1,1,31,1
edge moraine,968,31,1,1,31,1
moraine plateau,968,31,1,3,31,1
plateau called,968,31,1,1,31,1
edge moraine plateau,968,31,1,1,31,1
moraine plateau called,968,31,1,1,31,1
groups clay,969,32,1,1,32,1
clay pits,969,32,1,1,32,1
groups clay pits,969,32,1,1,32,1
highest level,970,9,26,1,32,1
level vistula,970,31,1,1,32,1
flooded terrace,971,32,1,1,32,1
terrace visible,971,32,1,1,32,1
flooded terrace visible,971,32,1,1,32,1
aeolian sand,972,32,1,1,32,1
sand number,972,32,1,1,32,1
number dunes,972,32,1,1,32,1
aeolian sand number,972,32,1,1,32,1
sand number dunes,972,32,1,1,32,1
forested areas,973,32,1,1,32,1
highest terrace,973,32,1,1,32,1
warsaw mixture,974,33,1,1,33,1
mixture architectural,974,33,1,1,33,1
architectural styles,974,33,1,1,33,1
warsaw mixture architectural,974,33,1,1,33,1
mixture architectural styles,974,33,1,1,33,1
razed ground,975,33,1,1,33,1
ground bombing,975,33,1,1,33,1
bombing raids,975,33,1,1,33,1
razed ground bombing,975,33,1,1,33,1
ground bombing raids,975,33,1,1,33,1
19th century,977,1,1,1,33,1
1950s 1960s,977,33,1,1,33,1
residential blocks,978,33,1,1,33,1
architecture represented,979,34,1,1,34,1
represented majestic,979,34,1,1,34,1
majestic churches,979,34,1,1,34,1
architecture represented majestic,979,34,1,1,34,1
represented majestic churches,979,34,1,1,34,1
st john,980,20,1,1,34,1
john cathedral,980,20,1,1,34,1
st john cathedral,980,20,1,1,34,1
house baryczko,982,34,1,1,34,1
baryczko merchant,982,34,1,1,34,1
merchant family,982,34,1,1,34,1
house baryczko merchant,982,34,1,1,34,1
baryczko merchant family,982,34,1,1,34,1
royal castle,983,20,1,1,34,1
building activity,984,35,1,1,35,1
palaces churches,984,20,1,1,35,1
later decades,984,35,1,1,35,1
st kazimierz,985,35,1,1,35,1
kazimierz church,985,35,1,1,35,1
st kazimierz church,985,35,1,1,35,1
palace four,986,35,1,1,35,1
described simplicity,987,35,1,1,35,1
simplicity geometrical,987,35,1,1,35,1
geometrical forms,987,35,1,1,35,1
forms teamed,987,35,1,1,35,1
inspiration roman,987,35,1,1,35,1
roman period,987,35,1,1,35,1
described simplicity geometrical,987,35,1,1,35,1
simplicity geometrical forms,987,35,1,1,35,1
geometrical forms teamed,987,35,1,1,35,1
inspiration roman period,987,35,1,1,35,1
palace water,988,35,1,1,35,1
water rebuilt,988,35,1,1,35,1
palace water rebuilt,988,35,1,1,35,1
kronenberg palace,989,33,1,1,36,1
warsaw philharmony,991,36,1,1,36,1
philharmony edifice,991,36,1,1,36,1
warsaw philharmony edifice,991,36,1,1,36,1
interesting late,992,36,1,1,36,1
late 19th,992,36,1,1,36,1
century architecture,992,36,1,1,36,1
interesting late 19th,992,36,1,1,36,1
late 19th century,992,36,1,1,36,1
19th century architecture,992,36,1,1,36,1
saxon palace,993,36,1,1,36,1
palace brühl,993,36,1,1,36,1
brühl palace,993,36,1,1,36,1
prewar warsaw,993,36,1,1,36,1
saxon palace brühl,993,36,1,1,36,1
palace brühl palace,993,36,1,1,36,1
heroic history,994,37,1,1,37,1
infamous german,995,37,1,1,37,1
german gestapo,995,37,1,1,37,1
gestapo prison,995,37,1,1,37,1
infamous german gestapo,995,37,1,1,37,1
german gestapo prison,995,37,1,1,37,1
fortification built,996,37,1,1,37,1
defeat november,996,37,1,1,37,1
november uprising,996,37,1,1,37,1
defeat november uprising,996,37,1,1,37,1
statue little,997,37,1,1,37,1
little insurgent,997,37,1,1,37,1
statue little insurgent,997,37,1,1,37,1
memory largest,998,37,1,1,37,1
largest insurrection,998,37,1,1,37,1
memory largest insurrection,998,37,1,1,37,1
botanic garden,999,38,1,1,38,1
botanic garden university,999,38,1,1,38,1
palm house,1000,38,1,1,38,1
first horse,1001,38,1,1,38,1
horse racetrack,1001,38,1,1,38,1
first horse racetrack,1001,38,1,1,38,1
john lennon,1002,38,1,1,38,1
lennon street,1002,38,1,1,38,1
john lennon street,1002,38,1,1,38,1
zoological garden,1003,38,1,1,38,1
praga park,1003,38,1,1,38,1
rich species,1004,39,1,1,39,1
bielany forest,1005,2,1,1,39,1
forest located,1005,39,1,1,39,1
bielany forest located,1005,39,1,1,39,1
southern border,1007,22,7,1,39,1
people lived,1009,40,1,1,40,1
lived warsaw,1009,40,1,1,40,1
warsaw 1939,1009,19,1,1,40,1
people lived warsaw,1009,40,1,1,40,1
people living,1010,20,22,1,40,1
warsaw area,1011,40,1,1,40,1
area enlargement,1011,40,1,1,40,1
warsaw area enlargement,1011,40,1,1,40,1
varsovians thought,1012,40,1,1,40,1
since 1990,1013,40,1,1,40,1
city warsaw,1014,15,1,1,41,1
places religious,1018,41,1,1,41,1
religious worship,1018,41,1,1,41,1
places religious worship,1018,41,1,1,41,1
basic unit,1019,42,1,1,42,1
unit territorial,1019,42,1,1,42,1
territorial division,1019,42,1,2,42,1
division poland,1019,42,1,1,42,1
basic unit territorial,1019,42,1,1,42,1
unit territorial division,1019,42,1,1,42,1
territorial division poland,1019,42,1,1,42,1
second level,1020,42,1,1,42,1
level territorial,1020,42,1,1,42,1
second level territorial,1020,42,1,1,42,1
level territorial division,1020,42,1,1,42,1
registration numbers,1021,42,1,1,42,1
many members,1023,9,10,1,43,1
warsaw city,1023,15,1,1,43,1
city council,1025,27,0,2,43,1
mayor warsaw,1027,44,1,1,44,1
warsaw called,1027,18,1,1,44,1
mayor warsaw called,1027,44,1,1,44,1
first warsaw,1028,44,1,1,44,1
warsaw president,1028,44,1,1,44,1
first warsaw president,1028,44,1,1,44,1
elected president,1030,6,14,1,44,1
president warsaw,1030,43,1,1,44,1
1994 1999,1031,44,1,1,44,1
city centre,1032,20,1,1,45,1
centre warsaw,1032,20,1,1,45,1
city centre warsaw,1032,20,1,1,45,1
companies registered,1033,45,1,1,45,1
ranked 7th,1034,45,1,1,45,1
7th greatest,1034,45,1,1,45,1
warsaw ranked 7th,1034,45,1,1,45,1
ranked 7th greatest,1034,45,1,1,45,1
poland national,1035,45,1,1,45,1
national income,1035,45,1,1,45,1
poland national income,1035,45,1,1,45,1
total nominal,1036,45,1,1,45,1
nominal gdp,1036,45,1,1,45,1
total nominal gdp,1036,45,1,1,45,1
first stock,1037,46,1,1,46,1
stock exchange,1037,18,1,1,46,1
exchange established,1037,46,1,1,46,1
warsaw first stock,1037,46,1,1,46,1
first stock exchange,1037,46,1,1,46,1
stock exchange established,1037,46,1,1,46,1
warsaw stock,1038,18,1,1,46,1
warsaw stock exchange,1038,18,1,1,46,1
brought back,1039,14,46,1,46,1
companies listed,1040,46,1,1,46,1
Aug-09,1040,46,1,1,46,1
fso car,1042,47,1,1,47,1
