word,label,parag_no,title_no
265 yards,QUANTITY,52,0
one,CARDINAL,52,0
45 yards,QUANTITY,52,0
six,CARDINAL,52,0
four,CARDINAL,52,0
80 yards,QUANTITY,52,0
Ginn,PERSON,52,0
four,CARDINAL,52,0
74,CARDINAL,52,0
Ealy,PERSON,52,0
Carolina,GPE,52,0
four,CARDINAL,52,0
three,CARDINAL,52,0
Charles Johnson,PERSON,52,0
four,CARDINAL,52,0
Linebacker Luke Kuechly,PERSON,52,0
11,CARDINAL,52,0
Thomas Davis,PERSON,52,0
seven,CARDINAL,52,0
just two weeks,DATE,52,0
NFC,ORG,52,0
Super Bowl,ORG,53,0
50,CARDINAL,53,0
Denver,GPE,53,0
315,CARDINAL,53,0
first,ORDINAL,53,0
21 to 11,DATE,53,0
194 yards,QUANTITY,53,0
11,CARDINAL,53,0
first,ORDINAL,53,0
Super Bowl,EVENT,53,0
244 yards,QUANTITY,53,0
the Baltimore Ravens,ORG,53,0
Super Bowl,EVENT,53,0
Only seven,CARDINAL,53,0
less than 200 yards,QUANTITY,53,0
a Super Bowl,EVENT,53,0
Broncos,PRODUCT,53,0
seven,CARDINAL,53,0
Super Bowl,EVENT,53,0
the Chicago Bears,ORG,53,0
Super Bowl XX,EVENT,53,0
Kony Ealy,PERSON,53,0
Super Bowl,EVENT,53,0
three,CARDINAL,53,0
Jordan Norwood's,PERSON,53,0
61,CARDINAL,53,0
45 yards,QUANTITY,53,0
John Taylor,PERSON,53,0
Super Bowl XXIII,EVENT,53,0
Denver,GPE,53,0
1-of-14,QUANTITY,53,0
third,ORDINAL,53,0
Carolina,GPE,53,0
3-of-15,DATE,53,0
two,CARDINAL,53,0
third,ORDINAL,53,0
13.8,CARDINAL,53,0
Super Bowl,EVENT,53,0
Newton,ORG,53,0
56.6,CARDINAL,53,0
55.4,CARDINAL,53,0
112,CARDINAL,53,0
a Super Bowl,EVENT,53,0
a Super Bowl,EVENT,53,0
age 39,DATE,53,0
first,ORDINAL,53,0
a Super Bowl,EVENT,53,0
two,CARDINAL,53,0
Gary Kubiak,PERSON,53,0
first,ORDINAL,53,0
a Super Bowl,EVENT,53,0
the Super Bowl,EVENT,53,0
One,CARDINAL,0,1
Warsaw,GPE,0,1
Maria Skłodowska-Curie,PERSON,0,1
first,ORDINAL,0,1
the Nobel Prize,WORK_OF_ART,0,1
Władysław Szpilman,ORG,0,1
Frédéric Chopin,ORG,0,1
Chopin,PERSON,0,1
Żelazowa Wola,ORG,0,1
about 60 km,QUANTITY,0,1
Warsaw,GPE,0,1
seven months old,DATE,0,1
Casimir Pulaski,PERSON,0,1
Polish,NORP,0,1
the American Revolutionary War,ORG,0,1
1745,DATE,0,1
The Saxon Garden,FAC,1,1
15.5,CARDINAL,1,1
over 100,CARDINAL,1,1
the Tomb of the Unknown Soldier,WORK_OF_ART,1,1
the 19th century,DATE,1,1
the Krasiński Palace Garden,FAC,1,1
Franciszek Szanior,PERSON,1,1
Turkish,NORP,1,1
Caucasian,NORP,1,1
the Krasiński Palace Garden,ORG,1,1
Varsovians,NORP,1,1
The Monument of the Warsaw Ghetto Uprising,WORK_OF_ART,1,1
Łazienki Park,LOC,1,1
76,CARDINAL,1,1
Warsaw,GPE,1,1
The Wilanów Palace Park,ORG,1,1
the second half of the 17th century,DATE,1,1
43,CARDINAL,1,1
French,NORP,1,1
Palace,ORG,1,1
two,CARDINAL,1,1
the Królikarnia Palace,FAC,1,1
Vistula,LOC,1,1
13,CARDINAL,2,1
Warsaw,GPE,2,1
Bielany Forest,ORG,2,1
Kabaty Woods,PERSON,2,1
Czerniaków Lake,GPE,2,1
About 15 kilometres,QUANTITY,2,1
9 miles,QUANTITY,2,1
Warsaw,GPE,2,1
the Vistula river's,LOC,2,1
hundreds,CARDINAL,2,1
Warsaw,GPE,2,1
Czerniaków Lake,GPE,2,1
Łazienki,GPE,2,1
Wilanów Parks,PERSON,2,1
Kamionek Lake,PERSON,2,1
Poland,GPE,3,1
Polish,NORP,3,1
Jewish,NORP,3,1
Warsaw,GPE,3,1
Russian,NORP,3,1
1897,DATE,3,1
"638,000",CARDINAL,3,1
Jews,NORP,3,1
"219,000",CARDINAL,3,1
around 34% percent,PERCENT,3,1
Warsaw,GPE,3,1
Jewish,NORP,3,1
"more than 350,000",CARDINAL,3,1
about 30 percent,PERCENT,3,1
1933,DATE,3,1
"1,178,914",CARDINAL,3,1
"833,500",CARDINAL,3,1
Polish,NORP,3,1
World War II,EVENT,3,1
this day,DATE,3,1
the previous 300 years,DATE,3,1
Warsaw,GPE,3,1
The University of Warsaw,ORG,4,1
1816,DATE,4,1
Poland,GPE,4,1
Warsaw,GPE,4,1
Polish,NORP,4,1
Kraków,PERSON,4,1
Warsaw University of Technology,ORG,4,1
second,ORDINAL,4,1
East-Central Europe,LOC,4,1
"2,000",CARDINAL,4,1
the Medical University of Warsaw,ORG,4,1
Poland,GPE,4,1
one,CARDINAL,4,1
the National Defence University,ORG,4,1
Poland,GPE,4,1
the Fryderyk Chopin University of Music,ORG,4,1
Poland,GPE,4,1
one,CARDINAL,4,1
Europe,LOC,4,1
the Warsaw School of Economics,ORG,4,1
the Warsaw University of Life Sciences,ORG,4,1
1818,DATE,4,1
the University Library,ORG,5,1
1816,DATE,5,1
over two million,CARDINAL,5,1
Marek Budzyński,PERSON,5,1
Zbigniew Badowski,PERSON,5,1
15 December 1999,DATE,5,1
Irena Bajerska,PERSON,5,1
12 June 2002,DATE,5,1
Europe,LOC,5,1
"more than 10,000",CARDINAL,5,1
"107,639.10",CARDINAL,5,1
"5,111",CARDINAL,5,1
m2,PERSON,5,1
Central and Eastern Europe,LOC,6,1
Warsaw,GPE,6,1
Eastern Bloc,LOC,6,1
Three-Year,DATE,6,1
Poland,GPE,6,1
Warsaw,GPE,6,1
the past decade,DATE,6,1
Warsaw,GPE,6,1
the European Union,ORG,6,1
metro,FAC,6,1
Today,DATE,7,1
Warsaw,GPE,7,1
Poland,GPE,7,1
East-Central Europe,ORG,7,1
the Children's Memorial Health Institute,ORG,7,1
Poland,GPE,7,1
Maria Skłodowska-Curie Institute of Oncology,PERSON,7,1
Europe,LOC,7,1
10,CARDINAL,7,1
700,CARDINAL,7,1
10,CARDINAL,7,1
the past years,DATE,7,1
Polish,NORP,8,1
National Opera,ORG,8,1
the Chamber Opera,ORG,8,1
the National Philharmonic Hall,ORG,8,1
the National Theatre,ORG,8,1
Roma,GPE,8,1
Buffo,GPE,8,1
the Congress Hall,ORG,8,1
the Palace of Culture and Science,FAC,8,1
Warsaw,GPE,8,1
the International Contemporary Music Festival Warsaw Autumn,ORG,8,1
Warsaw,GPE,8,1
the International Stanisław Moniuszko Vocal Competition,ORG,8,1
the Mozart Festival,EVENT,8,1
Ogród Saski,ORG,9,1
the Saxon Garden,FAC,9,1
the Summer Theatre,ORG,9,1
1870 to 1939,DATE,9,1
Momus,ORG,9,1
Warsaw,GPE,9,1
first,ORDINAL,9,1
Leon Schiller's,PERSON,9,1
Melodram,GPE,9,1
The Wojciech Bogusławski Theatre,ORG,9,1
Polish,NORP,9,1
the mid-1930s,DATE,9,1
the Great Theatre,ORG,9,1
the Upati Institute of Dramatic Arts,ORG,9,1
first,ORDINAL,9,1
every year,DATE,10,1
thousands,CARDINAL,10,1
Wianki,GPE,10,1
Polish,NORP,10,1
Wreaths,DATE,10,1
Warsaw,GPE,10,1
the 19th century,DATE,10,1
today,DATE,10,1
first Museum of Posters,ORG,11,1
Museum of Hunting and Riding,ORG,11,1
the Railway Museum,ORG,11,1
Warsaw,GPE,11,1
60,CARDINAL,11,1
National Museum,ORG,11,1
Adolf Hitler's,PERSON,11,1
Museum of the Polish Army,ORG,11,1
Warsaw,GPE,12,1
Poland,GPE,12,1
the Warsaw Uprising Museum,ORG,12,1
the Katyń Museum,ORG,12,1
The Warsaw Uprising Museum,ORG,12,1
the Warsaw Fotoplastikon,ORG,12,1
The Museum of Independence,ORG,12,1
Poland,GPE,12,1
1936,DATE,12,1
Warsaw Historical Museum,ORG,12,1
60,CARDINAL,12,1
Warsaw,GPE,12,1
today,DATE,12,1
The 17th century,DATE,13,1
Royal Ujazdów Castle,ORG,13,1
Centre for Contemporary Art,FAC,13,1
Centre,ORG,13,1
about 500,CARDINAL,13,1
Zachęta National Gallery of Art,ORG,13,1
Warsaw,GPE,13,1
the mid-19th century,DATE,13,1
Polish,NORP,13,1
2011,DATE,13,1
Warsaw Gallery Weekend,ORG,13,1
last weekend of September,DATE,13,1
Polonia Warsaw,FAC,14,1
Ekstraklasa Championship,GPE,14,1
2000,DATE,14,1
1946,DATE,14,1
Polonia,GPE,14,1
Konwiktorska Street,FAC,14,1
ten-minute,TIME,14,1
the Old Town,FAC,14,1
Polonia,GPE,14,1
2013,DATE,14,1
4th,ORDINAL,14,1
5th,ORDINAL,14,1
Poland,GPE,14,1
PZPN,ORG,14,1
Warsaw,GPE,15,1
at least the mid-14th century,DATE,15,1
Warsaw,GPE,15,1
the year 1390,DATE,15,1
Latin,NORP,15,1
Sigilium Civitatis Varsoviensis,ORG,15,1
Warsaw,GPE,15,1
1609,DATE,15,1
1653,DATE,15,1
Zygmunt Laukowski,PERSON,15,1
Artur Oppman,ORG,16,1
two,CARDINAL,16,1
Triton,ORG,16,1
One,CARDINAL,16,1
Denmark,GPE,16,1
Copenhagen,ORG,16,1
second,ORDINAL,16,1
the Vistula River,LOC,16,1
Warszowa,GPE,16,1
Tamara de Lempicka,ORG,17,1
Warsaw,GPE,17,1
Maria Górska,PERSON,17,1
Warsaw,GPE,17,1
1916,DATE,17,1
Polish,NORP,17,1
Tadeusz Łempicki,PERSON,17,1
Nathan Alterman,PERSON,17,1
Israeli,NORP,17,1
Warsaw,GPE,17,1
Moshe Vilenski,PERSON,17,1
Israeli,NORP,17,1
the Warsaw Conservatory,ORG,17,1
Warsaw,GPE,17,1
Isaac Bashevis Singer,PERSON,17,1
Warsaw,GPE,17,1
Warsaw,GPE,17,1
Warsaw,GPE,17,1
2012,DATE,18,1
the Economist Intelligence Unit,ORG,18,1
Warsaw,GPE,18,1
32nd,ORDINAL,18,1
Central Europe,LOC,18,1
Today,DATE,18,1
Warsaw,GPE,18,1
Warsaw,GPE,18,1
FMCG,ORG,18,1
BPO,ORG,18,1
ITO,ORG,18,1
Polish,NORP,18,1
The Warsaw Stock Exchange,ORG,18,1
Central and Eastern Europe,LOC,18,1
the European Union,ORG,18,1
Warsaw,GPE,18,1
Warsaw,GPE,18,1
Frankfurt,GPE,18,1
London,GPE,18,1
Paris,GPE,18,1
Barcelona,GPE,18,1
the European Union,ORG,18,1
Warsaw,GPE,18,1
Eastern Europe’s,LOC,18,1
first,ORDINAL,19,1
Warsaw,GPE,19,1
the year 1313,DATE,19,1
Kraków,PERSON,19,1
Polish,NORP,19,1
Polish,NORP,19,1
Commonwealth,ORG,19,1
Kraków,PERSON,19,1
Vilnius,PERSON,19,1
Warsaw,GPE,19,1
Commonwealth,ORG,19,1
the Kingdom of Poland,GPE,19,1
Kraków,PERSON,19,1
Warsaw,GPE,19,1
1596,DATE,19,1
the Third Partition of Poland,EVENT,19,1
1795,DATE,19,1
Warsaw,GPE,19,1
the Kingdom of Prussia,GPE,19,1
1806,DATE,19,1
the Napoleonic Wars,EVENT,19,1
the Grand Duchy,FAC,19,1
Warsaw,GPE,19,1
First,ORDINAL,19,1
Napoleon Bonaparte,ORG,19,1
the Congress of Vienna,ORG,19,1
Russian Empire,GPE,19,1
Warsaw,GPE,19,1
1815,DATE,19,1
"the ""Congress Kingdom",ORG,19,1
1918,DATE,19,1
Republic of Poland,GPE,19,1
German,NORP,19,1
1939,DATE,19,1
Jewish,NORP,19,1
Warsaw,GPE,19,1
1943,DATE,19,1
Warsaw,GPE,19,1
August and October 1944,DATE,19,1
Warsaw,GPE,19,1
"the ""Phoenix City",ORG,19,1
World War II,EVENT,19,1
85%,PERCENT,19,1
9 November 1940,DATE,19,1
Poland,GPE,19,1
the Siege of Warsaw,ORG,19,1
Roman Catholic,NORP,20,1
the Polish Academy of Sciences,ORG,20,1
the University of Warsaw,ORG,20,1
two,CARDINAL,20,1
Warsaw,GPE,20,1
1980,DATE,20,1
UNESCO World Heritage Site,ORG,20,1
the Castle Square,PRODUCT,20,1
the Royal Castle,ORG,20,1
"Cathedral, Market Square",ORG,20,1
European,NORP,20,1
Warsaw,GPE,20,1
renaissance,ORG,20,1
around a quarter,CARDINAL,20,1
Warsaw,GPE,21,1
Polish,NORP,21,1
Warszawa,PERSON,21,1
Warszewa,PERSON,21,1
Warszowa,GPE,21,1
Warsz,ORG,21,1
Warsz,ORG,21,1
Slavic,NORP,21,1
Warcisław,ORG,21,1
Wrocław,ORG,21,1
Sawa,PERSON,21,1
Sawa,WORK_OF_ART,21,1
the Vistula River,LOC,21,1
Warsz,ORG,21,1
12th/13th-century,DATE,21,1
Mariensztat,ORG,21,1
Vršovci,PERSON,21,1
Poland,GPE,21,1
Warszawa,PERSON,21,1
English,LANGUAGE,21,1
The Capital City,GPE,21,1
Warsaw,GPE,21,1
Warsaw,GPE,21,1
Varsovian,NORP,21,1
Polish,NORP,21,1
first,ORDINAL,22,1
today,DATE,22,1
Warsaw,GPE,22,1
Bródno,GPE,22,1
(9th/10th century,DATE,22,1
Jazdów,PERSON,22,1
12th/13th century,DATE,22,1
Jazdów,PERSON,22,1
Warszowa,PERSON,22,1
The Prince of Płock,PERSON,22,1
Masovia,PERSON,22,1
Warsaw,GPE,22,1
about 1300,DATE,22,1
the beginning of the 14th century,DATE,22,1
the Dukes of Masovia,ORG,22,1
Masovian Duchy,ORG,22,1
1413,DATE,22,1
14th-century,DATE,22,1
Warsaw,GPE,22,1
Polish,NORP,22,1
Crown,PRODUCT,22,1
1526,DATE,22,1
1529,DATE,23,1
Warsaw,GPE,23,1
first,ORDINAL,23,1
the General Sejm,ORG,23,1
1569,DATE,23,1
1573,DATE,23,1
the Warsaw Confederation,ORG,23,1
Polish,NORP,23,1
Commonwealth,ORG,23,1
Kraków,PERSON,23,1
Vilnius,PERSON,23,1
Warsaw,GPE,23,1
Commonwealth,ORG,23,1
the Kingdom of Poland,GPE,23,1
Kraków,PERSON,23,1
Warsaw,GPE,23,1
1596,DATE,23,1
the following years,DATE,23,1
Three,CARDINAL,23,1
three,CARDINAL,23,1
Swedish,NORP,23,1
Brandenburgian,NORP,23,1
Transylvanian,NORP,23,1
Warsaw,GPE,24,1
Polish,NORP,24,1
1796,DATE,24,1
the Kingdom of Prussia,GPE,24,1
South Prussia,GPE,24,1
Napoleon,ORG,24,1
1806,DATE,24,1
Warsaw,GPE,24,1
Duchy of Warsaw,ORG,24,1
the Congress of Vienna,ORG,24,1
1815,DATE,24,1
Warsaw,GPE,24,1
the Congress Poland,GPE,24,1
Imperial Russia,ORG,24,1
The Royal University of Warsaw,ORG,24,1
1816,DATE,24,1
Warsaw,GPE,25,1
Germany,GPE,25,1
4 August 1915,DATE,25,1
November 1918,DATE,25,1
Allied,ORG,25,1
Article 12,LAW,25,1
Germany,GPE,25,1
Russia,GPE,25,1
1914,DATE,25,1
Warsaw,GPE,25,1
Germany,GPE,25,1
Piłsudski,PERSON,25,1
Warsaw,GPE,25,1
11 November,DATE,25,1
the Second Polish Republic,GPE,25,1
Warsaw,GPE,25,1
Polish,NORP,25,1
1920,DATE,25,1
Battle,PERSON,25,1
Warsaw,GPE,25,1
the Red Army,ORG,25,1
Poland,GPE,25,1
the Red Army,ORG,25,1
the German Invasion,EVENT,26,1
Poland,GPE,26,1
1 September 1939,DATE,26,1
the Second World War,EVENT,26,1
Warsaw,GPE,26,1
September 27,DATE,26,1
Central Poland,LOC,26,1
Warsaw,GPE,26,1
the General Government,ORG,26,1
German,NORP,26,1
Nazi,NORP,26,1
Warsaw,GPE,26,1
Jewish,NORP,26,1
several hundred thousand,CARDINAL,26,1
some 30%,PERCENT,26,1
the Warsaw Ghetto,ORG,26,1
Nazi,NORP,26,1
Europe,LOC,26,1
Hitler,PERSON,26,1
Final Solution,WORK_OF_ART,26,1
19 April 1943,DATE,26,1
Jewish,NORP,26,1
the Warsaw Ghetto Uprising,ORG,26,1
Ghetto,PERSON,26,1
almost a month,DATE,26,1
July 1944,DATE,27,1
the Red Army,ORG,27,1
Polish,NORP,27,1
Germans,NORP,27,1
Warsaw,GPE,27,1
Stalin,PERSON,27,1
Poland,GPE,27,1
Polish,NORP,27,1
London,GPE,27,1
the underground Home Army,ORG,27,1
AK,ORG,27,1
Warsaw,GPE,27,1
Germans,NORP,27,1
the Red Army,ORG,27,1
1 August 1944,DATE,27,1
the Red Army,ORG,27,1
the Warsaw Uprising,ORG,27,1
last 48 hours,TIME,27,1
63 days,DATE,27,1
the Home Army,ORG,27,1
Germany,GPE,27,1
Polish,NORP,27,1
"between 150,000 and 200,000",CARDINAL,27,1
World War II,EVENT,28,1
Communist,NORP,28,1
Soviets,NORP,28,1
"the ""Bricks for Warsaw",ORG,28,1
Warsaw,GPE,28,1
Eastern Bloc,LOC,28,1
the Palace of Culture and Science,ORG,28,1
the Soviet Union,GPE,28,1
Poland,GPE,28,1
1980,DATE,28,1
Warsaw,GPE,28,1
Old Town,FAC,28,1
UNESCO,ORG,28,1
World Heritage,ORG,28,1
John Paul II's,PERSON,29,1
1979,DATE,29,1
1983,DATE,29,1
1979,DATE,29,1
less than a year,DATE,29,1
John Paul,PERSON,29,1
Mass,GPE,29,1
Warsaw,GPE,29,1
Poland,GPE,29,1
Polish,NORP,29,1
Warsaw,GPE,30,1
Poland,GPE,30,1
about 300 km,CARDINAL,30,1
190,CARDINAL,30,1
the Carpathian Mountains,LOC,30,1
about 260 km,QUANTITY,30,1
160 mi,QUANTITY,30,1
the Baltic Sea,LOC,30,1
523 km,QUANTITY,30,1
325 mi) east,QUANTITY,30,1
Berlin,GPE,30,1
Germany,GPE,30,1
the Vistula River,LOC,30,1
the Masovian Plain,GPE,30,1
100 metres,QUANTITY,30,1
330 ft,QUANTITY,30,1
115.7 metres,QUANTITY,30,1
379.6 ft,QUANTITY,30,1
Redutowa,PERSON,30,1
Wola,GPE,30,1
122.1 metres,QUANTITY,30,1
400.6 ft,QUANTITY,30,1
Wesoła,GPE,30,1
75.6 metres,QUANTITY,30,1
248.0 ft,QUANTITY,30,1
Warsaw,GPE,30,1
121 metres,QUANTITY,30,1
397.0 ft,QUANTITY,30,1
Szczęśliwice hill,ORG,30,1
138 metres,QUANTITY,30,1
452.8 ft,QUANTITY,30,1
Warsaw,GPE,30,1
Warsaw,GPE,31,1
two,CARDINAL,31,1
the Vistula Valley,LOC,31,1
The Vistula River,LOC,31,1
Warsaw,GPE,31,1
two,CARDINAL,31,1
10 to 25,CARDINAL,31,1
32.8,CARDINAL,31,1
82.0,CARDINAL,31,1
Vistula,LOC,31,1
Vistula,LOC,31,1
max,PERSON,31,1
6.5,CARDINAL,31,1
21.3 ft,QUANTITY,31,1
Vistula,LOC,31,1
Warsaw,GPE,31,1
Warsaw Escarpment,ORG,31,1
20 to 25,CARDINAL,31,1
65.6,CARDINAL,31,1
Central district,LOC,31,1
about 10,CARDINAL,31,1
32.8 ft,QUANTITY,31,1
Warsaw,GPE,31,1
Vistula,LOC,32,1
two,CARDINAL,32,1
one,CARDINAL,32,1
Vistula,LOC,32,1
Warsaw,GPE,32,1
Vistula,LOC,32,1
Aeolian,NORP,32,1
Warsaw,GPE,33,1
the Second World War,EVENT,33,1
Warsaw,GPE,33,1
PRL,ORG,33,1
the 19th century,DATE,33,1
the 1950s and 1960s,DATE,33,1
Leopold Kronenberg Palace,PERSON,33,1
Eastern bloc,LOC,33,1
Cathedral,ORG,34,1
14th century,DATE,34,1
Masovian,NORP,34,1
St. Mary's Church,ORG,34,1
1411,DATE,34,1
Burbach,PERSON,34,1
14th century,DATE,34,1
Gunpowder Tower,PERSON,34,1
1379,DATE,34,1
the Royal Castle Curia Maior,ORG,34,1
1407–1410,CARDINAL,34,1
Renaissance,ORG,34,1
Baryczko,ORG,34,1
1562,DATE,34,1
"""The Negro",WORK_OF_ART,34,1
early 17th century,DATE,34,1
Salwator,PERSON,34,1
1632,DATE,34,1
the Royal Castle,ORG,34,1
the Jesuit Church,ORG,34,1
Old Town,ORG,34,1
first,ORDINAL,34,1
St. Hyacinth's,GPE,34,1
Church,ORG,34,1
1603–1639,CARDINAL,34,1
Sigismund's Column,WORK_OF_ART,34,1
1644,DATE,34,1
the later decades of the 17th century,DATE,35,1
One,CARDINAL,35,1
Krasiński Palace,FAC,35,1
Wilanów Palace,PERSON,35,1
1677–1696,CARDINAL,35,1
St. Kazimierz Church,ORG,35,1
Czapski Palace,PERSON,35,1
Palace of the Four Winds,ORG,35,1
1730s,DATE,35,1
Visitationist Church,ORG,35,1
1728–1761,DATE,35,1
Warsaw,GPE,35,1
Roman,NORP,35,1
1775–1795,CARDINAL,35,1
Królikarnia,PERSON,35,1
Carmelite Church,ORG,35,1
1761–1783,CARDINAL,35,1
Evangelical Holy Trinity Church,ORG,35,1
the first years,DATE,35,1
Congress Poland,ORG,35,1
Neoclassical,ORG,35,1
the Great Theater,ORG,35,1
1825–1833,CARDINAL,35,1
Bank Square,FAC,35,1
1825–1828,CARDINAL,35,1
Kronenberg Palace and Insurance Company Rosja,ORG,36,1
Warsaw Philharmony,ORG,36,1
Palais Garnier,PERSON,36,1
Paris,GPE,36,1
the Warsaw University of Technology,ORG,36,1
the late 19th-century,DATE,36,1
19th-century,DATE,36,1
Warsaw,GPE,36,1
the Saxon Palace,ORG,36,1
the Brühl Palace,FAC,36,1
Warsaw,GPE,36,1
Warsaw,GPE,37,1
Pawiak,ORG,37,1
Gestapo,PERSON,37,1
Heroic City,GPE,37,1
The Warsaw Citadel,ORG,37,1
19th-century,DATE,37,1
November,DATE,37,1
Poles,NORP,37,1
Little Insurgent,ORG,37,1
the Warsaw Uprising,ORG,37,1
Warsaw Uprising Monument,ORG,37,1
Wincenty Kućma,PERSON,37,1
World War II,EVENT,37,1
the Botanic Garden,FAC,38,1
Pole Mokotowskie,PERSON,38,1
Mokotów,ORG,38,1
first,ORDINAL,38,1
Park Ujazdowski,PERSON,38,1
Sejm,LOC,38,1
John Lennon,PERSON,38,1
Park Skaryszewski,PERSON,38,1
Vistula bank,GPE,38,1
Praga,ORG,38,1
Praga,ORG,38,1
the Praga Park,LOC,38,1
1865–1871,DATE,38,1
Jan Dobrowolski,PERSON,38,1
1927,DATE,38,1
Ogród Zoologiczny,FAC,38,1
1952,DATE,38,1
today,DATE,38,1
Warsaw,GPE,39,1
Bielany Forest,ORG,39,1
Warsaw,GPE,39,1
the Masovian Primeval Forest,ORG,39,1
Bielany Forest,ORG,39,1
Kampinos Forest,ORG,39,1
three,CARDINAL,39,1
Kabaty Forest,PERSON,39,1
Warsaw,GPE,39,1
two,CARDINAL,39,1
Łazienki,GPE,39,1
the University of Warsaw,ORG,39,1
the Park of Culture and Rest,LOC,39,1
the Polish Academy of Science,ORG,39,1
1939,DATE,40,1
"1,300,000",CARDINAL,40,1
Warsaw,GPE,40,1
1945,DATE,40,1
"only 420,000",CARDINAL,40,1
the first years,DATE,40,1
6%,PERCENT,40,1
first,ORDINAL,40,1
Warsaw,GPE,40,1
1951,DATE,40,1
the following years,DATE,40,1
Poles,NORP,40,1
Varsovians,NORP,40,1
Poland,GPE,40,1
1990,DATE,40,1
Warsaw,GPE,41,1
1901,DATE,41,1
"711,988",CARDINAL,41,1
56.2%,PERCENT,41,1
Catholics,NORP,41,1
35.7%,PERCENT,41,1
Jews,NORP,41,1
5%,PERCENT,41,1
Greek,NORP,41,1
Christians,NORP,41,1
2.8%,PERCENT,41,1
Protestants,NORP,41,1
Eight years later,DATE,41,1
1909,DATE,41,1
"281,754",CARDINAL,41,1
Jews,NORP,41,1
36.9%,PERCENT,41,1
"18,189",CARDINAL,41,1
Protestants,NORP,41,1
2.4%,PERCENT,41,1
"2,818",CARDINAL,41,1
0.4%,PERCENT,41,1
hundreds,CARDINAL,41,1
the Warsaw Uprising,ORG,41,1
1944,DATE,41,1
Poland,GPE,41,1
Poland,GPE,42,1
Polish,NORP,42,1
second,ORDINAL,42,1
Lublin,PERSON,42,1
Kraków,PERSON,42,1
Poznań,GPE,42,1
Warsaw,GPE,42,1
Wola,PERSON,42,1
Wola,PERSON,42,1
Kraków,PERSON,42,1
Kraków,PERSON,42,1
Warsaw,GPE,43,1
Warsaw City Council,ORG,43,1
Rada Miasta,PERSON,43,1
60,CARDINAL,43,1
every four years,DATE,43,1
City Council,ORG,43,1
Warsaw,GPE,43,1
Council,ORG,43,1
30 days,DATE,43,1
two-thirds,CARDINAL,43,1
Warsaw,GPE,44,1
Poland,GPE,44,1
"over 100,000",CARDINAL,44,1
1990,DATE,44,1
first,ORDINAL,44,1
Warsaw,GPE,44,1
Jan Andrzej Menich,PERSON,44,1
1695–1696,CARDINAL,44,1
Between 1975 and 1990,DATE,44,1
the Warsaw Presidents,ORG,44,1
the Warsaw Voivode,LAW,44,1
1990,DATE,44,1
Warsaw,GPE,44,1
the City council,ORG,44,1
the years of 1994–1999,DATE,44,1
Centrum,PERSON,44,1
Warsaw,GPE,44,1
Centrum,PERSON,44,1
the district council of Centrum,ORG,44,1
Centrum,PERSON,44,1
2002,DATE,44,1
Warsaw,GPE,44,1
Warsaw,GPE,44,1
Warsaw,GPE,45,1
Śródmieście,PRODUCT,45,1
2006,DATE,45,1
"304,016",CARDINAL,45,1
Warsaw,GPE,45,1
Warsaw,GPE,45,1
Warsaw,GPE,45,1
7th,ORDINAL,45,1
2002,DATE,45,1
Warsaw,GPE,45,1
12%,PERCENT,45,1
Poland,GPE,45,1
2008,DATE,45,1
305.1%,PERCENT,45,1
Polish,NORP,45,1
160%,PERCENT,45,1
the European Union,ORG,45,1
Warsaw,GPE,45,1
PLN 94 000,PRODUCT,45,1
2008,DATE,45,1
23 800,CARDINAL,45,1
2010,DATE,45,1
191.766 billion PLN,MONEY,45,1
111696,DATE,45,1
"301,1 %",PERCENT,45,1
Polish,NORP,45,1
Warsaw,GPE,45,1
East-Central Europe,ORG,45,1
2006,DATE,45,1
6.1%,PERCENT,45,1
6.5 percent,PERCENT,45,1
2007,DATE,45,1
6.1 percent,PERCENT,45,1
the first quarter of 2008,DATE,45,1
Warsaw,GPE,46,1
first,ORDINAL,46,1
1817,DATE,46,1
World War II,EVENT,46,1
April 1991,DATE,46,1
Today,DATE,46,1
the Warsaw Stock Exchange,ORG,46,1
WSE,ORG,46,1
374,CARDINAL,46,1
162 584,CARDINAL,46,1
EUR,ORG,46,1
31 August 2009,DATE,46,1
1991,DATE,46,1
2000,DATE,46,1
the Polish United Workers' Party,ORG,46,1
FSO,ORG,47,1
1951,DATE,47,1
the decades,DATE,47,1
Warszawa,PERSON,47,1
Syrena,PERSON,47,1
Fiat,ORG,47,1
125p,PRODUCT,47,1
Fiat,ORG,47,1
FSO,ORG,47,1
125p,PRODUCT,47,1
Polonez,NORP,47,1
two,CARDINAL,47,1
Egypt,GPE,47,1
Colombia,GPE,47,1
1995,DATE,47,1
South Korean,NORP,47,1
Daewoo,ORG,47,1
Nubia,GPE,47,1
Tacuma,PERSON,47,1
Leganza,ORG,47,1
Lanos,PERSON,47,1
Matiz,PERSON,47,1
European,NORP,47,1
2005,DATE,47,1
Ukrainian,NORP,47,1
the Chevrolet Aveo,ORG,47,1
Aveo,ORG,47,1
February 2011,DATE,47,1
Warsaw,GPE,48,1
Polish,NORP,48,1
Warszawa,PERSON,48,1
Poland,GPE,48,1
the Vistula River,LOC,48,1
Poland,GPE,48,1
roughly 260 kilometres,QUANTITY,48,1
160 mi,QUANTITY,48,1
the Baltic Sea,LOC,48,1
300 kilometres,QUANTITY,48,1
190,CARDINAL,48,1
the Carpathian Mountains,LOC,48,1
